iid,title,state,labels,kind,status,priority,modules,owner_agents,test_types,validation_commands,blocked_by,updated_at,web_url,content_hash
"98","enhancement(ui/projects): build GitLab-backed project workbench views and actions","closed","area/assistant-ui; area/projects; area/server; area/ui; kind/enhancement; status/closed","enhancement","closed","P1","Assistant; Projects / GitLab; UI / UX","ui-product-experience-tester; functional-test-case-designer","functional; UI; integration","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local","Lingxi OAuth2 to GitLab token exchange dependency.","2026-06-28T19:27:01.473Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/98","0b86de1a0e878a61"
"99","external(projects/gitlab): support Lingxi OAuth2 to GitLab token exchange","opened","area/projects; area/runtime; area/server; dependency/external; kind/external-dependency; status/blocked","external-dependency","blocked","P1","Runtime / Protocol; Projects / GitLab; Compliance / Security","runtime-protocol-skill-chain-tester; functional-test-case-designer; compliance-security-tester","functional; runtime; integration; security; contract","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor","Issue status is blocked.","2026-06-29T11:26:17.118Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/99","475afadd6c9131da"
"100","test(projects/gitlab): cover GitLab-backed project productization with contract/e2e/state validation","opened","area/e2e; area/projects; area/runtime; area/server; area/ui; kind/test; status/ready","test","ready","P1","Runtime / Protocol; Projects / GitLab; UI / UX; E2E / Release / Platform","runtime-protocol-skill-chain-tester; functional-test-case-designer; ui-product-experience-tester; cross-platform-e2e-validator","functional; runtime; integration; UI; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","Lingxi OAuth2 to GitLab token exchange dependency.","2026-06-29T09:53:17.270Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/100","2006ed0c657fad23"
"101","test(runtime-features): build Claude Code and Codex feature-regression matrix","closed","area/e2e; area/runtime; area/scripts; area/server; kind/test; priority/high; status/closed","test","closed","P0","Runtime / Protocol; E2E / Release / Platform","runtime-protocol-skill-chain-tester; cross-platform-e2e-validator","functional; runtime; e2e","npm run check && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","Requires explicit real-provider environment.","2026-06-29T06:10:25.011Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/101","691501dd177f943f"
"102","test(runtime-features/surface): extract Claude Code and Codex SDK feature surfaces","closed","area/runtime; area/scripts; kind/test; status/closed","test","closed","P1","Runtime / Protocol; E2E / Release / Platform","runtime-protocol-skill-chain-tester; cross-platform-e2e-validator","functional; runtime; e2e","npm run check && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","Requires explicit real-provider environment.","2026-06-28T18:49:11.579Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/102","8bf06826e44fe28f"
"103","test(runtime-features/contracts): add raw-to-Deepbank normalization fixture tests","closed","area/runtime; area/server; kind/test; status/closed","test","closed","P1","Runtime / Protocol","runtime-protocol-skill-chain-tester","functional; runtime","npm run check && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor","Requires explicit real-provider environment.","2026-06-28T18:49:11.609Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/103","d3e9c68927d22d9e"
"104","test(runtime-features/claude-code): cover AskUserQuestion, tools, permissions, hooks, subagents","closed","area/e2e; area/runtime; area/server; kind/test; status/closed","test","closed","P1","Assistant; Runtime / Protocol; E2E / Release / Platform","ui-product-experience-tester; runtime-protocol-skill-chain-tester; cross-platform-e2e-validator","functional; UI; runtime; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","Requires explicit real-provider environment.","2026-06-28T18:49:12.118Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/104","42e7080d896763a6"
"105","test(runtime-features/codex): cover streamed SDK items, structured output, MCP, approvals, subagents","closed","area/e2e; area/runtime; area/server; kind/test; status/closed","test","closed","P1","Runtime / Protocol; Skills / MCP / Experts; E2E / Release / Platform","runtime-protocol-skill-chain-tester; cross-platform-e2e-validator","functional; runtime; e2e","npm run check && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","Requires explicit real-provider environment.","2026-06-28T23:01:52.733Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/105","add57ed8da0b23b1"
"106","test(runtime-features/harness): add controlled prompt case registry and raw capture artifacts","closed","area/e2e; area/runtime; area/scripts; kind/test; status/closed","test","closed","P1","Assistant; Runtime / Protocol; E2E / Release / Platform","ui-product-experience-tester; runtime-protocol-skill-chain-tester; cross-platform-e2e-validator","functional; UI; runtime; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","Requires explicit real-provider environment.","2026-06-28T18:49:11.693Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/106","bcb368c205ca2099"
"107","test(runtime-features/report): add coverage matrix and upgrade drift report","closed","area/e2e; area/runtime; area/scripts; kind/test; status/closed","test","closed","P1","Runtime / Protocol; E2E / Release / Platform","runtime-protocol-skill-chain-tester; cross-platform-e2e-validator","functional; runtime; e2e","npm run check && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","Requires explicit real-provider environment.","2026-06-28T18:49:11.741Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/107","394b1caadb7063f7"
"108","feature(release): establish qbot desktop version contract","closed","area/docs; area/e2e; area/electron; area/scripts; area/ui; kind/feature; status/closed","feature","closed","P1","UI / UX; E2E / Release / Platform; Context / Governance","ui-product-experience-tester; cross-platform-e2e-validator; issue-intelligence-analyst","functional; UI; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run build:desktop","","2026-06-28T10:04:06.315Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/108","8f1515a5183a4e2a"
"109","enhancement(uiux/auth): converge Lingxi OAuth2 login shell and audit coverage","closed","area/e2e; area/electron; area/ui; kind/enhancement; priority/high; status/closed","enhancement","closed","P0","UI / UX; E2E / Release / Platform; Compliance / Security","ui-product-experience-tester; cross-platform-e2e-validator; compliance-security-tester","functional; UI; e2e; security","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run build:desktop","","2026-06-28T18:49:12.601Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/109","f9b8fb3fc3f74f5d"
"110","enhancement(runtime): harden Codex OpenAI-compatible Responses proxy","closed","area/docs; area/e2e; area/electron; area/runtime; area/server; area/ui; kind/enhancement; priority/high; status/closed","enhancement","closed","P0","Runtime / Protocol; UI / UX; E2E / Release / Platform; Context / Governance","runtime-protocol-skill-chain-tester; ui-product-experience-tester; cross-platform-e2e-validator; issue-intelligence-analyst","functional; runtime; UI; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","Requires explicit real-provider environment.","2026-06-29T11:23:01.922Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/110","7313735eb7b61162"
"111","bug(ui/assistant): correct chat role alignment and Qbot avatar ownership","closed","area/assistant-ui; area/e2e; area/ui; kind/bug; priority/high; status/closed","bug","closed","P0","Assistant; UI / UX; E2E / Release / Platform","ui-product-experience-tester; cross-platform-e2e-validator","functional; UI; e2e; regression","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run build:desktop","","2026-06-28T16:05:24.121Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/111","9bcc09689e626b80"
"112","bug(assistant): keep global assistant chat on personal local runtime","closed","area/context; area/docs; area/e2e; area/projects; area/ui; kind/bug; priority/high; status/closed","bug","closed","P0","Assistant; Runtime / Protocol; Projects / GitLab; UI / UX; E2E / Release / Platform; Context / Governance","ui-product-experience-tester; runtime-protocol-skill-chain-tester; functional-test-case-designer; cross-platform-e2e-validator; issue-intelligence-analyst","functional; UI; runtime; integration; e2e; regression","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","","2026-06-28T16:05:24.059Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/112","997f1910c87e9c8e"
"113","enhancement(uiux/qbot-workbench): soften boundary hierarchy and composer chrome","closed","area/assistant-ui; area/e2e; area/ui; kind/enhancement; priority/high; status/closed","enhancement","closed","P0","Assistant; UI / UX; E2E / Release / Platform","ui-product-experience-tester; cross-platform-e2e-validator","functional; UI; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run build:desktop","","2026-06-28T17:58:34.746Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/113","b60764abd801a2e2"
"114","bug(qbot): keep chat artifact panel free of runtime internals","closed","area/assistant-ui; area/e2e; area/electron; area/ui; kind/bug; priority/high; status/in-review","bug","in-review","P0","Assistant; Runtime / Protocol; UI / UX; E2E / Release / Platform","ui-product-experience-tester; runtime-protocol-skill-chain-tester; cross-platform-e2e-validator","functional; UI; runtime; e2e; regression","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","Requires explicit real-provider environment.","2026-06-28T18:52:34.842Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/114","d4cc9819115e1dfe"
"115","feature(projects/automation): deliver GitLab-backed project-internal automation","closed","area/db; area/docs; area/e2e; area/preload; area/projects; area/runtime; area/server; area/ui; kind/feature; priority/high; status/closed","feature","closed","P0","Runtime / Protocol; Projects / GitLab; Project Automation; UI / UX; E2E / Release / Platform; Context / Governance","runtime-protocol-skill-chain-tester; functional-test-case-designer; ui-product-experience-tester; cross-platform-e2e-validator; issue-intelligence-analyst","functional; runtime; integration; UI; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","Lingxi OAuth2 to GitLab token exchange dependency.","2026-06-29T08:52:06.632Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/115","ef2a3175a200d71c"
"116","test(runtime/codex): run qbot real-runtime core capability regression","closed","area/e2e; area/electron; area/runtime; area/scripts; area/server; area/ui; kind/test; priority/high; status/closed","test","closed","P0","Runtime / Protocol; UI / UX; E2E / Release / Platform","runtime-protocol-skill-chain-tester; ui-product-experience-tester; cross-platform-e2e-validator","functional; runtime; UI; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","Requires explicit real-provider environment.","2026-06-29T01:10:45.610Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/116","34690c1726944907"
"117","test(runtime/claude-code): run qbot real-runtime core capability regression","closed","area/e2e; area/electron; area/runtime; area/scripts; area/server; area/ui; kind/test; priority/high; status/closed","test","closed","P0","Runtime / Protocol; UI / UX; E2E / Release / Platform","runtime-protocol-skill-chain-tester; ui-product-experience-tester; cross-platform-e2e-validator","functional; runtime; UI; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","Requires explicit real-provider environment.","2026-06-29T01:13:31.519Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/117","08196b67bcd2f1ef"
"118","feature(projects): replace legacy project flows with repo-backed project CRUD and templates","opened","area/db; area/deploy; area/docs; area/e2e; area/preload; area/projects; area/server; area/ui; kind/feature; priority/high; status/in-review","feature","in-review","P0","Projects / GitLab; UI / UX; E2E / Release / Platform; Context / Governance","functional-test-case-designer; ui-product-experience-tester; cross-platform-e2e-validator; issue-intelligence-analyst","functional; integration; UI; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run build:desktop","Lingxi OAuth2 to GitLab token exchange dependency.","2026-06-29T11:10:47.321Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/118","cd7d73bf2989800f"
"119","Composer add-attachment affordance is too quiet and uiux-audit misses it","closed","area/assistant-ui; area/e2e; area/ui; kind/enhancement; priority/high; status/closed","enhancement","closed","P0","Assistant; UI / UX; E2E / Release / Platform","ui-product-experience-tester; cross-platform-e2e-validator","functional; UI; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run build:desktop","","2026-06-29T08:05:18.103Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/119","f01a4e8de2d42d2c"
"120","design(runtime): 合规档位（M1–M4）驱动运行时/模型选择，与任务场景解耦","opened","area/runtime; area/server; area/ui; kind/design","design","opened","P1","Runtime / Protocol; UI / UX; Compliance / Security","runtime-protocol-skill-chain-tester; ui-product-experience-tester; compliance-security-tester","functional; runtime; UI; security","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor","","2026-06-29T10:46:59.874Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/120","119931b5df8440f8"
"121","enhancement(uiux/app-shell): 精简侧栏导航（仅留助理配置）与品牌头部","opened","area/e2e; area/ui; kind/enhancement; status/in-review","enhancement","in-review","P1","Assistant; UI / UX; E2E / Release / Platform","ui-product-experience-tester; cross-platform-e2e-validator","functional; UI; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run build:desktop","","2026-06-29T10:57:45.794Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/121","d22eaa3edd1a56fd"
"122","bug(e2e): macOS 下 e2e:local 失败——宿主 seed 本地 SQLite 与 docker 服务端不可靠共享","opened","area/e2e; area/server; kind/bug","bug","opened","P0","E2E / Release / Platform","cross-platform-e2e-validator","functional; e2e; regression","npm run check && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run build:desktop","","2026-06-29T11:07:23.262Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/122","1ac422e4e0a29bf8"
"123","release: 建设隔离干净的 UAT 环境并启用 desktop-release uat","opened","area/context; area/db; area/deploy; area/docs; area/e2e; area/electron; area/preload; area/runtime; area/scripts; area/server; area/skills; kind/release; priority/high; status/ready","release","ready","P0","Runtime / Protocol; Skills / MCP / Experts; Projects / GitLab; UI / UX; E2E / Release / Platform; Context / Governance","runtime-protocol-skill-chain-tester; functional-test-case-designer; ui-product-experience-tester; cross-platform-e2e-validator; issue-intelligence-analyst","functional; runtime; integration; UI; e2e; release","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","","2026-06-29T11:27:35.138Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/123","2c526998d0b110d6"
"124","design(experts): 专家板块后台改版 — server 端目录 + 归属/可见性/审核/分类 + Meta 专家 + skill 绑定","opened","area/context; area/db; area/server; area/skills; kind/design; status/ready","design","ready","P1","Skills / MCP / Experts; Projects / GitLab; Context / Governance","runtime-protocol-skill-chain-tester; functional-test-case-designer; issue-intelligence-analyst","functional; runtime; integration","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor","","2026-06-29T11:05:10.191Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/124","a9579e959480f44f"
"125","feature(experts): 子#1 数据地基 — experts/categories/admin/expert_skills 表 + skill visibility + seed 机制","opened","area/db; area/scripts; area/server; kind/feature; status/in-progress","feature","in-progress","P1","Skills / MCP / Experts; Projects / GitLab; E2E / Release / Platform","runtime-protocol-skill-chain-tester; functional-test-case-designer; cross-platform-e2e-validator","functional; runtime; integration; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor && npm run build:desktop","","2026-06-29T11:05:10.228Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/125","de003adb6cfc71e8"
"126","feature(experts): 子#2 Catalog API — 四分区 + 可见性过滤","opened","area/server; kind/feature; status/blocked","feature","blocked","P2","Context / Governance","issue-intelligence-analyst","functional","npm run check","Issue status is blocked.","2026-06-29T10:43:41.089Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/126","3b1a689eef1cd2fb"
"127","feature(experts): 子#3 审核闭环 — 发布申请 + 助理配置 admin 审核位","opened","area/server; area/ui; kind/feature; status/blocked","feature","blocked","P1","Assistant; UI / UX; E2E / Release / Platform","ui-product-experience-tester; cross-platform-e2e-validator","functional; UI; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run build:desktop","Issue status is blocked.","2026-06-29T10:43:42.406Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/127","0cd94cebc4c2c21e"
"128","feature(experts): 子#4 Meta 专家 — 创建专家的专家 + 产私有 skill","opened","area/server; area/skills; area/ui; kind/feature; status/blocked","feature","blocked","P2","Skills / MCP / Experts; UI / UX","runtime-protocol-skill-chain-tester; ui-product-experience-tester","functional; runtime; UI","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor","Issue status is blocked.","2026-06-29T10:46:59.843Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/128","a75ec5be7bb5d2ea"
"129","chore(experts): 生产初始专家清单(待产品输入,不阻塞工程)","opened","area/docs; kind/chore; status/blocked","chore","blocked","P2","Skills / MCP / Experts; Context / Governance","runtime-protocol-skill-chain-tester; issue-intelligence-analyst","functional; runtime","npm run check && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor","Issue status is blocked.","2026-06-29T10:42:44.795Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/129","b9401290c629247f"
"130","feature(experts/runtime): 子#5 运行时注入 — 专家正文+绑定 skill 从 PG 注入(Claude/Codex 双路径)","opened","area/runtime; area/server; area/skills; kind/feature; status/blocked","feature","blocked","P1","Runtime / Protocol; Skills / MCP / Experts","runtime-protocol-skill-chain-tester","functional; runtime","npm run check && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor","Issue status is blocked.","2026-06-29T10:46:59.320Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/130","132f306221e44c0f"
"131","enhancement(uiux/app-shell): 左下用户入口统一设置模块并新增检查更新版本展示","opened","area/e2e; area/ui; kind/enhancement; status/in-review","enhancement","in-review","P1","UI / UX; E2E / Release / Platform","ui-product-experience-tester; cross-platform-e2e-validator","functional; UI; e2e","npm run check && npm run build:ui && npm run e2e:doctor -- --scope=local && npm run e2e:local && npm run build:desktop","Requires explicit real-provider environment.","2026-06-29T11:08:38.539Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/131","b413becc56e24832"
"132","design(skills): market_skills 取数策略 — 快照 SkillHub vs 实时读 vs TTL 缓存(待拍)","opened","area/skills; kind/design; status/blocked","design","blocked","P2","Skills / MCP / Experts","runtime-protocol-skill-chain-tester","functional; runtime","npm run check && npm run codex:doctor && npm run codex:smoke && npm run runtime-features:doctor","Issue status is blocked.","2026-06-29T11:23:03.162Z","https://gitlab.daikuan.qihoo.net/songrongxin/deepbankv2/-/issues/132","46848b32b8841911"
